,did_activity,did_interaction,is_AM,is_adult,color,on_ground
761,True,True,0,1.0,1.0,1.0
762,True,False,0,1.0,1.0,1.0
763,True,False,1,1.0,1.0,0.0
764,True,False,0,1.0,1.0,0.0
765,False,False,1,1.0,1.0,1.0
766,True,True,1,1.0,1.0,0.0
767,True,True,1,1.0,1.0,1.0
768,True,True,1,1.0,1.0,1.0
769,True,True,1,1.0,0.0,1.0
770,True,True,1,1.0,1.0,0.0
771,True,False,0,1.0,1.0,1.0
772,True,False,0,1.0,1.0,0.0
773,True,True,0,1.0,1.0,1.0
774,True,True,0,1.0,1.0,1.0
775,True,False,0,1.0,1.0,0.0
776,True,True,1,0.0,1.0,1.0
777,True,False,1,1.0,1.0,0.0
778,True,True,0,1.0,1.0,1.0
779,True,False,0,0.0,2.0,0.0
780,True,False,1,1.0,1.0,0.0
781,True,False,0,1.0,1.0,0.0
783,True,True,0,0.0,1.0,1.0
784,True,True,0,1.0,1.0,1.0
785,True,False,1,1.0,1.0,1.0
786,True,False,0,1.0,1.0,1.0
787,True,False,1,1.0,2.0,0.0
788,True,False,0,1.0,2.0,0.0
789,True,False,0,1.0,1.0,1.0
790,True,True,0,1.0,1.0,1.0
791,True,False,1,0.0,1.0,0.0
792,True,True,0,1.0,1.0,1.0
794,True,True,0,1.0,1.0,1.0
795,True,False,1,1.0,1.0,1.0
796,True,True,1,1.0,1.0,0.0
797,True,False,1,1.0,1.0,1.0
798,True,False,0,1.0,2.0,1.0
799,True,False,1,1.0,2.0,1.0
800,False,False,1,1.0,1.0,0.0
801,True,False,1,1.0,1.0,1.0
802,True,False,0,1.0,1.0,1.0
803,True,True,1,0.0,1.0,1.0
804,True,False,0,1.0,2.0,0.0
805,True,True,1,1.0,1.0,1.0
806,True,True,0,1.0,1.0,1.0
807,True,True,0,1.0,1.0,0.0
808,True,False,0,1.0,1.0,1.0
809,True,False,1,1.0,1.0,1.0
810,True,False,1,1.0,1.0,0.0
811,True,False,0,1.0,1.0,1.0
812,True,True,0,1.0,2.0,1.0
814,True,True,0,1.0,1.0,1.0
815,True,True,1,1.0,1.0,1.0
816,True,False,1,1.0,1.0,1.0
817,True,False,1,1.0,1.0,1.0
819,True,True,1,0.0,1.0,0.0
820,True,False,1,1.0,0.0,1.0
821,True,False,1,1.0,1.0,0.0
822,True,False,1,0.0,1.0,1.0
823,True,True,0,1.0,1.0,1.0
824,True,True,0,1.0,1.0,1.0
825,True,False,0,0.0,1.0,1.0
826,True,False,1,1.0,1.0,1.0
827,True,False,0,1.0,1.0,1.0
828,True,True,1,1.0,1.0,1.0
829,True,False,0,1.0,1.0,1.0
830,True,True,0,1.0,1.0,1.0
831,True,True,0,1.0,1.0,1.0
832,True,True,0,1.0,1.0,1.0
833,False,False,0,1.0,1.0,1.0
834,True,False,1,1.0,1.0,0.0
835,True,False,1,1.0,1.0,1.0
836,True,True,0,1.0,0.0,1.0
837,True,False,1,1.0,1.0,0.0
838,True,True,0,1.0,1.0,1.0
839,True,False,0,1.0,1.0,1.0
840,True,True,0,1.0,1.0,1.0
841,True,True,1,1.0,1.0,1.0
842,True,True,1,1.0,1.0,1.0
843,True,False,0,0.0,2.0,0.0
844,True,False,0,1.0,1.0,1.0
845,True,True,1,0.0,1.0,1.0
846,True,True,1,1.0,1.0,1.0
847,True,False,1,1.0,1.0,1.0
848,True,False,1,1.0,1.0,0.0
849,True,True,1,1.0,2.0,1.0
850,True,False,1,1.0,1.0,1.0
851,True,True,1,1.0,2.0,0.0
852,True,True,1,1.0,1.0,1.0
853,True,False,0,0.0,0.0,1.0
854,False,True,0,1.0,1.0,1.0
855,True,True,0,0.0,1.0,0.0
856,True,False,0,1.0,1.0,1.0
857,True,True,1,1.0,0.0,0.0
858,True,True,0,1.0,1.0,1.0
859,True,True,1,1.0,1.0,1.0
861,True,True,1,1.0,1.0,1.0
862,True,False,0,1.0,2.0,1.0
863,True,False,0,1.0,1.0,1.0
864,True,True,0,1.0,1.0,0.0
865,False,True,0,1.0,1.0,1.0
867,True,True,0,1.0,1.0,1.0
868,True,True,0,1.0,1.0,0.0
869,True,False,0,1.0,1.0,1.0
870,True,False,0,0.0,1.0,1.0
871,True,False,0,1.0,0.0,1.0
872,True,False,1,1.0,1.0,1.0
873,True,True,0,1.0,1.0,1.0
874,True,False,0,1.0,1.0,1.0
875,False,False,0,0.0,1.0,1.0
876,True,False,0,1.0,1.0,1.0
877,True,False,0,1.0,1.0,1.0
878,True,False,0,1.0,1.0,1.0
879,True,False,0,0.0,1.0,1.0
880,True,False,0,1.0,1.0,1.0
881,True,True,0,1.0,1.0,1.0
882,True,False,0,1.0,1.0,1.0
883,True,True,0,0.0,1.0,1.0
884,True,False,0,1.0,1.0,1.0
885,True,False,1,1.0,1.0,1.0
886,True,True,0,0.0,1.0,1.0
887,True,True,0,0.0,1.0,1.0
888,True,False,0,1.0,1.0,0.0
889,True,True,0,1.0,1.0,0.0
891,True,False,1,1.0,1.0,1.0
892,True,False,1,1.0,2.0,1.0
893,True,False,1,1.0,2.0,0.0
894,True,True,1,1.0,1.0,1.0
895,False,False,1,0.0,1.0,0.0
896,True,False,0,1.0,2.0,1.0
897,True,True,1,1.0,1.0,1.0
898,True,False,1,1.0,1.0,0.0
899,True,False,1,1.0,1.0,1.0
900,True,False,0,1.0,1.0,0.0
901,True,True,0,1.0,1.0,1.0
902,True,False,1,1.0,1.0,1.0
903,True,False,0,1.0,1.0,1.0
904,True,True,0,1.0,2.0,1.0
905,True,True,1,1.0,1.0,0.0
906,True,False,1,1.0,1.0,1.0
907,True,False,0,1.0,1.0,0.0
908,True,False,0,1.0,1.0,1.0
909,True,False,1,1.0,1.0,1.0
910,True,False,1,1.0,1.0,1.0
911,True,False,0,1.0,1.0,1.0
912,True,True,1,1.0,1.0,1.0
913,True,True,1,0.0,1.0,1.0
914,True,False,1,1.0,1.0,1.0
915,True,True,1,1.0,1.0,1.0
916,True,True,1,1.0,1.0,0.0
917,False,False,0,1.0,1.0,1.0
918,True,False,1,1.0,1.0,0.0
919,True,False,0,1.0,1.0,0.0
920,True,False,1,1.0,1.0,1.0
921,True,True,0,1.0,1.0,1.0
922,True,True,1,1.0,1.0,0.0
923,True,False,0,1.0,1.0,1.0
924,True,True,0,1.0,2.0,1.0
925,False,False,0,1.0,1.0,0.0
926,True,False,0,1.0,1.0,1.0
927,True,True,1,0.0,2.0,1.0
928,True,True,1,1.0,1.0,1.0
929,True,True,1,1.0,1.0,0.0
930,True,False,0,1.0,2.0,1.0
931,True,True,0,1.0,1.0,1.0
932,True,False,0,1.0,1.0,1.0
933,True,False,0,1.0,1.0,1.0
934,True,True,0,1.0,1.0,0.0
935,True,False,0,1.0,1.0,1.0
936,True,False,0,1.0,2.0,1.0
937,True,False,0,1.0,1.0,1.0
938,True,False,0,1.0,2.0,1.0
939,True,True,0,1.0,1.0,1.0
940,True,True,1,1.0,1.0,1.0
941,True,False,1,1.0,1.0,0.0
942,True,True,1,0.0,1.0,1.0
943,True,False,1,1.0,1.0,1.0
944,True,False,1,1.0,1.0,1.0
945,True,True,0,1.0,2.0,1.0
946,True,False,1,1.0,1.0,1.0
947,True,False,1,1.0,1.0,1.0
948,True,False,0,1.0,1.0,1.0
949,True,False,1,1.0,1.0,1.0
950,True,True,0,1.0,1.0,0.0
951,True,False,0,1.0,1.0,1.0
952,True,True,0,1.0,1.0,0.0
953,True,False,1,0.0,2.0,1.0
955,True,True,0,1.0,1.0,1.0
956,True,False,0,1.0,1.0,1.0
957,True,False,1,1.0,1.0,0.0
959,True,False,0,1.0,2.0,1.0
960,True,False,1,1.0,1.0,1.0
961,True,True,0,1.0,1.0,1.0
962,True,True,1,1.0,1.0,1.0
963,True,True,0,1.0,1.0,1.0
964,True,False,0,1.0,1.0,1.0
965,False,False,1,1.0,1.0,0.0
966,True,False,1,1.0,2.0,1.0
967,True,True,0,1.0,2.0,1.0
968,True,False,1,1.0,1.0,1.0
969,True,False,0,1.0,1.0,1.0
970,True,False,0,1.0,2.0,1.0
971,True,True,1,1.0,1.0,1.0
972,True,False,1,1.0,1.0,1.0
973,True,True,0,1.0,1.0,1.0
974,True,False,1,1.0,1.0,1.0
975,True,False,0,1.0,1.0,1.0
976,True,False,1,1.0,1.0,1.0
977,True,True,1,1.0,1.0,1.0
979,True,True,0,1.0,1.0,1.0
980,True,False,0,1.0,1.0,0.0
981,True,True,1,1.0,2.0,1.0
982,True,False,1,1.0,1.0,0.0
983,True,True,0,1.0,1.0,0.0
984,False,True,0,1.0,1.0,1.0
985,True,False,0,1.0,1.0,1.0
986,True,True,1,1.0,2.0,1.0
987,False,True,1,1.0,1.0,1.0
988,True,False,0,1.0,1.0,1.0
989,True,False,0,1.0,1.0,1.0
990,True,False,0,1.0,1.0,0.0
991,True,False,0,1.0,1.0,1.0
992,True,True,1,0.0,1.0,1.0
993,True,False,1,1.0,1.0,1.0
994,True,False,0,0.0,1.0,1.0
995,True,True,1,1.0,1.0,0.0
996,True,False,1,1.0,2.0,1.0
997,True,True,1,1.0,1.0,1.0
998,True,False,0,0.0,1.0,0.0
999,True,True,1,1.0,1.0,1.0
1000,True,False,1,1.0,2.0,1.0
1001,True,True,0,1.0,1.0,1.0
1002,False,False,1,0.0,2.0,0.0
1003,True,True,0,0.0,1.0,1.0
1004,True,True,0,1.0,1.0,1.0
1005,True,False,1,0.0,2.0,0.0
1006,True,True,1,1.0,1.0,1.0
1008,True,True,0,1.0,1.0,1.0
1009,True,False,1,1.0,1.0,0.0
1010,False,True,1,1.0,1.0,0.0
1011,True,False,1,1.0,1.0,0.0
1012,True,False,0,1.0,1.0,1.0
1013,True,False,0,1.0,1.0,1.0
1014,True,True,0,1.0,1.0,1.0
1015,True,False,1,1.0,1.0,0.0
1016,True,True,1,1.0,2.0,0.0
1017,True,False,0,1.0,1.0,0.0
1018,True,True,1,1.0,1.0,1.0
1019,True,False,1,1.0,1.0,0.0
1020,True,False,1,0.0,1.0,1.0
1021,True,False,0,1.0,1.0,0.0
1022,True,False,0,1.0,1.0,1.0
1023,True,True,0,0.0,1.0,1.0
1024,True,False,0,0.0,1.0,1.0
1025,True,False,0,1.0,0.0,1.0
1026,True,False,0,0.0,1.0,1.0
1027,True,False,0,0.0,1.0,0.0
1029,True,True,0,1.0,1.0,1.0
1030,True,False,0,1.0,1.0,1.0
1031,True,False,1,1.0,1.0,0.0
1032,True,True,0,1.0,1.0,1.0
1033,False,False,0,1.0,2.0,1.0
1034,True,True,1,1.0,1.0,1.0
1035,True,True,1,1.0,1.0,1.0
1037,True,True,1,1.0,2.0,1.0
1038,True,False,0,1.0,1.0,1.0
1039,True,True,1,1.0,1.0,1.0
1040,True,False,1,1.0,1.0,0.0
1041,True,False,0,1.0,2.0,1.0
1042,True,True,1,0.0,1.0,1.0
1043,True,False,1,1.0,1.0,0.0
1044,True,False,1,1.0,1.0,0.0
1045,True,True,1,1.0,1.0,0.0
1046,True,False,0,1.0,1.0,1.0
1047,True,True,1,1.0,1.0,0.0
1048,True,True,0,1.0,1.0,1.0
1049,True,True,1,1.0,2.0,1.0
1050,True,True,0,1.0,1.0,1.0
1051,True,False,0,1.0,1.0,1.0
1052,True,True,1,1.0,1.0,0.0
1053,True,True,1,1.0,1.0,1.0
1054,True,True,0,1.0,1.0,0.0
1055,True,False,1,1.0,2.0,1.0
1056,True,True,1,1.0,0.0,1.0
1057,True,True,0,1.0,1.0,1.0
1058,True,True,0,1.0,1.0,1.0
1059,True,True,0,1.0,1.0,0.0
1060,False,False,1,0.0,1.0,0.0
1061,True,True,1,1.0,1.0,1.0
1062,True,False,0,1.0,1.0,1.0
1064,True,False,1,1.0,1.0,0.0
1065,True,False,1,1.0,0.0,1.0
1066,True,False,0,1.0,2.0,1.0
1067,True,False,1,0.0,1.0,1.0
1068,False,False,0,1.0,1.0,0.0
1069,True,True,1,0.0,1.0,0.0
1070,True,False,1,1.0,1.0,0.0
1072,True,False,1,1.0,1.0,1.0
1073,True,False,0,1.0,1.0,1.0
1074,True,True,1,1.0,2.0,1.0
1075,False,False,0,1.0,1.0,1.0
1076,True,True,0,0.0,2.0,1.0
1077,True,False,0,1.0,1.0,1.0
1078,True,True,1,0.0,1.0,0.0
1079,True,True,1,1.0,1.0,0.0
1080,True,True,1,1.0,2.0,0.0
1081,True,False,0,1.0,1.0,1.0
1082,True,False,0,1.0,1.0,1.0
1083,True,True,0,1.0,1.0,1.0
1084,True,False,0,1.0,1.0,1.0
1085,True,True,0,1.0,0.0,0.0
1086,True,False,0,1.0,1.0,0.0
1087,True,False,1,1.0,2.0,1.0
1089,True,True,0,1.0,1.0,1.0
1091,True,False,0,1.0,1.0,1.0
1092,True,False,0,1.0,1.0,1.0
1093,True,False,1,1.0,1.0,1.0
1094,True,False,1,1.0,1.0,0.0
1095,True,True,1,0.0,1.0,1.0
1096,True,True,0,1.0,1.0,1.0
1097,True,True,1,1.0,2.0,1.0
1098,True,False,1,1.0,1.0,0.0
1100,True,False,1,1.0,0.0,1.0
1101,True,True,1,1.0,1.0,1.0
1102,False,False,1,0.0,2.0,0.0
1103,True,False,1,1.0,1.0,0.0
1104,True,False,0,1.0,1.0,1.0
1105,True,True,0,1.0,1.0,1.0
1106,True,True,0,0.0,1.0,1.0
1107,True,True,0,1.0,1.0,1.0
1108,True,False,0,1.0,1.0,0.0
1109,True,False,0,1.0,1.0,0.0
1110,False,True,0,0.0,1.0,1.0
1112,True,False,1,1.0,1.0,1.0
1113,True,False,0,1.0,1.0,1.0
1114,True,True,0,1.0,1.0,1.0
1115,True,False,1,1.0,1.0,0.0
1116,True,True,0,1.0,2.0,1.0
1117,True,True,1,1.0,1.0,0.0
1118,True,True,1,1.0,1.0,1.0
1119,True,False,1,1.0,1.0,1.0
1120,True,True,1,1.0,2.0,1.0
1121,True,False,0,1.0,1.0,1.0
1122,True,False,0,1.0,1.0,0.0
1123,True,True,0,1.0,1.0,1.0
1124,True,True,0,1.0,1.0,0.0
1125,True,True,1,1.0,1.0,0.0
1126,True,False,0,1.0,2.0,1.0
1127,True,False,1,1.0,1.0,0.0
1128,True,False,0,1.0,2.0,1.0
1129,True,False,1,1.0,1.0,1.0
1130,False,False,0,1.0,1.0,1.0
1131,True,True,0,1.0,2.0,1.0
1132,True,False,0,1.0,1.0,0.0
1133,True,True,1,1.0,1.0,1.0
1134,True,True,0,1.0,2.0,0.0
1135,True,False,1,1.0,1.0,1.0
1136,False,True,0,1.0,1.0,1.0
1137,True,True,1,1.0,2.0,0.0
1138,True,False,0,1.0,1.0,1.0
1139,True,False,1,1.0,2.0,1.0
1140,True,False,1,1.0,1.0,1.0
1141,True,False,0,1.0,2.0,1.0
1142,True,False,0,1.0,1.0,1.0
1143,True,True,1,1.0,1.0,0.0
1144,True,False,1,1.0,2.0,0.0
1145,True,False,0,1.0,2.0,1.0
1146,True,False,1,1.0,1.0,0.0
1147,False,False,0,1.0,1.0,0.0
1148,True,True,0,1.0,0.0,1.0
1150,True,False,0,1.0,1.0,1.0
1151,True,False,1,1.0,1.0,0.0
1152,True,True,1,1.0,1.0,1.0
1153,True,False,0,1.0,1.0,0.0
1154,True,True,0,1.0,2.0,1.0
1155,True,False,0,1.0,1.0,1.0
1156,False,True,0,1.0,1.0,1.0
1157,True,False,0,1.0,2.0,1.0
1158,True,True,1,1.0,1.0,1.0
1159,True,True,1,1.0,1.0,1.0
1160,True,False,0,0.0,1.0,0.0
1161,False,True,1,1.0,1.0,0.0
1162,True,True,1,1.0,1.0,0.0
1163,True,True,1,1.0,1.0,0.0
1164,True,False,0,1.0,2.0,0.0
1165,True,False,1,1.0,1.0,1.0
1166,True,True,0,1.0,1.0,1.0
1167,True,False,0,1.0,1.0,0.0
1168,True,True,1,1.0,1.0,1.0
1169,True,True,0,1.0,1.0,1.0
1170,True,False,1,1.0,1.0,1.0
1171,True,True,1,0.0,1.0,1.0
1172,True,True,0,1.0,1.0,1.0
1173,False,True,0,1.0,1.0,1.0
1174,True,True,0,1.0,1.0,1.0
1175,True,True,0,1.0,1.0,1.0
1176,True,False,0,1.0,2.0,1.0
1177,True,False,0,1.0,1.0,0.0
1178,True,False,1,1.0,1.0,0.0
1179,True,True,0,1.0,1.0,1.0
1180,True,False,0,1.0,1.0,1.0
1181,True,False,0,1.0,1.0,0.0
1182,False,True,0,1.0,1.0,1.0
1183,True,False,0,1.0,1.0,1.0
1184,True,True,1,1.0,1.0,1.0
1185,True,True,0,1.0,1.0,1.0
1186,True,False,0,1.0,2.0,1.0
1188,True,False,0,0.0,1.0,1.0
1189,True,False,1,1.0,1.0,1.0
1190,True,False,0,1.0,1.0,1.0
1191,True,True,1,1.0,1.0,1.0
1192,True,False,1,1.0,0.0,1.0
1194,True,False,1,1.0,1.0,1.0
1195,True,True,1,1.0,1.0,1.0
1196,True,True,0,1.0,1.0,1.0
1197,True,True,0,0.0,2.0,1.0
1198,True,False,0,1.0,2.0,1.0
1199,True,True,0,1.0,1.0,1.0
1200,True,True,1,1.0,1.0,0.0
1201,True,True,0,1.0,1.0,1.0
1202,True,False,1,0.0,1.0,0.0
1203,True,False,1,1.0,1.0,1.0
1205,True,True,0,1.0,1.0,0.0
1206,True,False,1,1.0,1.0,0.0
1207,True,False,0,1.0,1.0,1.0
1208,True,False,1,1.0,1.0,1.0
1209,False,False,0,1.0,0.0,1.0
1210,True,False,0,1.0,1.0,1.0
1211,True,False,1,0.0,2.0,1.0
1212,True,True,1,1.0,1.0,1.0
1213,True,True,0,1.0,1.0,1.0
1214,True,True,1,0.0,2.0,1.0
1215,True,False,1,1.0,1.0,1.0
1216,True,False,1,0.0,1.0,0.0
1217,True,True,0,1.0,1.0,1.0
1218,True,True,0,1.0,1.0,1.0
1219,True,False,1,1.0,1.0,0.0
1220,True,False,0,1.0,2.0,1.0
1221,True,False,0,1.0,1.0,1.0
1222,True,False,1,1.0,0.0,1.0
1223,True,False,1,1.0,1.0,1.0
1224,True,False,0,1.0,1.0,0.0
1225,True,False,0,1.0,2.0,0.0
1226,True,False,1,1.0,1.0,0.0
1227,True,False,1,1.0,1.0,1.0
1228,True,False,1,1.0,1.0,1.0
1229,True,True,1,0.0,2.0,0.0
1230,True,True,0,1.0,1.0,1.0
1231,True,True,0,1.0,0.0,1.0
1232,True,False,1,1.0,2.0,1.0
1233,True,False,0,1.0,1.0,1.0
1234,True,True,1,1.0,1.0,0.0
1235,True,True,1,1.0,1.0,1.0
1236,True,True,0,1.0,1.0,1.0
1237,True,False,0,1.0,1.0,0.0
1238,False,False,1,1.0,1.0,0.0
1239,True,False,0,0.0,1.0,0.0
1240,True,True,1,1.0,1.0,0.0
1241,True,False,0,1.0,1.0,1.0
1242,True,False,1,0.0,1.0,1.0
1244,True,False,0,1.0,1.0,1.0
1245,True,False,1,1.0,2.0,1.0
1246,True,True,0,1.0,1.0,1.0
1248,True,False,1,1.0,1.0,1.0
1249,True,True,0,1.0,1.0,1.0
1250,True,False,1,1.0,1.0,1.0
1251,True,False,0,1.0,1.0,0.0
1252,True,False,1,1.0,2.0,0.0
1253,False,False,0,0.0,1.0,0.0
1254,True,True,0,1.0,1.0,1.0
1255,True,True,1,1.0,1.0,1.0
1256,True,True,1,1.0,1.0,1.0
1257,True,False,1,1.0,1.0,1.0
1258,True,False,0,1.0,1.0,1.0
1259,True,False,1,1.0,2.0,1.0
1260,True,True,1,1.0,0.0,1.0
1261,True,True,0,0.0,1.0,0.0
1262,True,False,0,1.0,1.0,0.0
1263,True,False,0,1.0,1.0,1.0
1264,True,False,0,1.0,1.0,1.0
1265,True,False,1,1.0,2.0,1.0
1266,True,False,0,1.0,0.0,1.0
1267,True,True,0,1.0,1.0,0.0
1268,True,False,0,1.0,1.0,1.0
1269,True,True,0,0.0,2.0,1.0
1270,True,False,0,1.0,1.0,1.0
1271,True,False,0,1.0,1.0,1.0
1272,True,True,0,1.0,1.0,0.0
1273,True,False,1,1.0,1.0,1.0
1274,True,False,1,1.0,2.0,1.0
1275,True,True,0,1.0,2.0,1.0
1276,True,False,0,1.0,1.0,1.0
1277,True,False,1,1.0,1.0,1.0
1278,True,False,0,1.0,1.0,1.0
1279,True,False,1,1.0,1.0,0.0
1280,True,False,0,1.0,2.0,1.0
1281,True,False,0,1.0,2.0,1.0
1282,True,True,0,1.0,1.0,1.0
1283,True,False,0,1.0,1.0,1.0
1284,True,True,1,1.0,1.0,1.0
1285,True,False,1,1.0,1.0,1.0
1286,True,True,0,1.0,2.0,0.0
1287,True,False,1,1.0,1.0,1.0
1288,True,True,0,1.0,2.0,1.0
1289,True,True,1,1.0,2.0,1.0
1290,False,False,0,1.0,1.0,1.0
1291,False,False,0,1.0,1.0,1.0
1292,True,True,0,1.0,1.0,1.0
1293,True,True,1,1.0,2.0,1.0
1294,True,True,1,1.0,1.0,1.0
1295,True,True,0,1.0,0.0,1.0
1296,True,True,1,1.0,1.0,0.0
1297,True,True,1,1.0,1.0,1.0
1298,True,False,1,1.0,1.0,1.0
1299,True,False,0,1.0,1.0,0.0
1300,True,False,0,1.0,1.0,0.0
1301,True,True,1,0.0,1.0,1.0
1302,True,True,0,1.0,1.0,1.0
1303,True,False,1,1.0,1.0,0.0
1304,False,True,0,1.0,1.0,1.0
1305,True,True,0,1.0,1.0,1.0
1306,True,True,0,1.0,0.0,1.0
1307,True,False,1,1.0,1.0,1.0
1308,True,False,1,1.0,1.0,1.0
1309,True,True,1,1.0,1.0,1.0
1311,True,True,0,1.0,1.0,1.0
1312,True,False,0,0.0,1.0,0.0
1313,True,True,0,0.0,1.0,1.0
1314,True,True,0,1.0,1.0,0.0
1315,True,True,0,1.0,1.0,1.0
1316,True,False,0,1.0,1.0,0.0
1317,True,False,0,1.0,1.0,1.0
1318,True,False,1,1.0,1.0,1.0
1319,True,False,1,1.0,1.0,1.0
1320,True,False,1,1.0,1.0,1.0
1321,True,True,1,1.0,1.0,1.0
1323,True,True,1,1.0,1.0,0.0
1324,True,False,1,1.0,1.0,1.0
1325,True,False,0,1.0,1.0,1.0
1326,True,False,1,1.0,1.0,1.0
1327,True,True,1,1.0,1.0,0.0
1330,True,False,0,1.0,1.0,0.0
1331,True,True,1,1.0,1.0,1.0
1332,False,True,0,1.0,1.0,0.0
1333,True,True,0,1.0,2.0,1.0
1334,True,False,1,1.0,1.0,1.0
1335,True,True,0,1.0,1.0,1.0
1336,True,False,1,1.0,1.0,1.0
1337,True,False,0,1.0,1.0,0.0
1338,True,False,0,0.0,1.0,1.0
1339,True,True,0,1.0,1.0,1.0
1340,True,False,0,1.0,1.0,1.0
1342,True,False,0,1.0,1.0,1.0
1343,True,False,0,0.0,1.0,1.0
1344,True,True,0,0.0,0.0,1.0
1345,True,True,0,1.0,1.0,1.0
1346,True,True,1,1.0,1.0,1.0
1347,True,True,0,1.0,1.0,0.0
1348,True,True,1,1.0,1.0,1.0
1349,True,False,0,1.0,1.0,1.0
1350,True,False,1,1.0,2.0,0.0
1351,True,True,0,1.0,1.0,1.0
1352,True,False,1,1.0,2.0,1.0
1353,True,True,1,0.0,2.0,1.0
1354,True,True,1,1.0,1.0,0.0
1355,True,True,1,1.0,1.0,1.0
1356,True,True,0,0.0,1.0,0.0
1357,True,False,1,1.0,1.0,1.0
1358,True,False,1,1.0,1.0,1.0
1359,True,False,0,1.0,1.0,1.0
1361,True,False,0,1.0,1.0,1.0
1362,True,False,1,1.0,2.0,1.0
1363,False,False,1,1.0,1.0,1.0
1364,True,False,1,1.0,1.0,0.0
1365,True,True,0,1.0,1.0,1.0
1366,True,True,0,1.0,1.0,1.0
1367,True,True,0,1.0,1.0,1.0
1368,True,False,0,1.0,2.0,1.0
1369,True,False,0,1.0,1.0,1.0
1370,False,True,0,1.0,1.0,0.0
1372,True,False,0,1.0,1.0,1.0
1373,True,False,0,1.0,1.0,0.0
1374,True,True,1,1.0,1.0,1.0
1375,True,False,1,1.0,1.0,1.0
1376,True,False,0,1.0,1.0,1.0
1377,True,False,0,1.0,1.0,0.0
1378,True,False,0,1.0,2.0,1.0
1379,True,False,1,1.0,1.0,1.0
1380,True,True,1,1.0,1.0,0.0
1381,True,False,1,1.0,2.0,1.0
1382,True,False,0,1.0,1.0,1.0
1383,False,False,0,1.0,2.0,0.0
1385,True,False,1,1.0,1.0,1.0
1386,True,True,1,1.0,1.0,1.0
1388,True,True,0,1.0,1.0,1.0
1389,True,False,1,1.0,1.0,1.0
1390,False,False,1,1.0,1.0,0.0
1391,False,True,0,0.0,0.0,1.0
1392,True,False,0,1.0,1.0,1.0
1393,True,True,1,0.0,2.0,0.0
1394,True,True,1,0.0,1.0,0.0
1395,True,True,0,1.0,1.0,0.0
1396,True,True,1,0.0,1.0,0.0
1397,False,True,1,1.0,1.0,0.0
1398,True,False,1,1.0,1.0,1.0
1399,True,False,1,1.0,1.0,0.0
1400,True,False,0,1.0,1.0,1.0
1401,True,False,1,1.0,1.0,0.0
1402,True,True,0,0.0,1.0,1.0
1403,True,False,0,1.0,1.0,1.0
1407,True,False,1,1.0,1.0,0.0
1408,True,False,0,1.0,1.0,1.0
1409,True,True,1,1.0,1.0,0.0
1410,True,False,0,0.0,1.0,0.0
1411,True,True,1,0.0,2.0,1.0
1412,True,True,1,1.0,1.0,0.0
1413,True,False,1,1.0,1.0,0.0
1414,True,True,0,0.0,2.0,1.0
1415,True,False,0,1.0,2.0,1.0
1416,True,False,0,1.0,1.0,1.0
1417,True,False,1,1.0,2.0,1.0
1418,True,False,0,1.0,1.0,1.0
1419,True,True,1,1.0,1.0,0.0
1420,True,True,0,1.0,1.0,1.0
1421,True,False,0,1.0,1.0,0.0
1422,True,False,1,1.0,1.0,0.0
1423,True,False,1,1.0,1.0,1.0
1424,True,False,1,1.0,1.0,0.0
1425,True,True,0,1.0,1.0,0.0
1426,True,False,0,1.0,1.0,1.0
1427,True,True,0,1.0,1.0,1.0
1428,True,True,1,1.0,1.0,0.0
1429,True,True,0,1.0,1.0,1.0
1430,False,False,1,0.0,1.0,0.0
1431,True,False,1,1.0,1.0,1.0
1432,True,False,1,1.0,1.0,0.0
1433,True,True,0,1.0,1.0,0.0
1434,True,False,0,1.0,1.0,1.0
1435,True,True,1,0.0,1.0,1.0
1436,True,False,0,1.0,2.0,1.0
1437,True,False,0,1.0,1.0,1.0
1438,True,False,1,1.0,1.0,1.0
1439,True,True,1,1.0,1.0,1.0
1440,True,False,0,1.0,1.0,1.0
1441,True,True,0,1.0,1.0,1.0
1442,True,True,0,1.0,1.0,1.0
1443,True,False,1,1.0,1.0,1.0
1444,True,False,1,1.0,1.0,1.0
1445,True,False,1,1.0,1.0,0.0
1446,True,False,0,1.0,1.0,1.0
1447,True,False,0,1.0,2.0,1.0
1448,True,True,1,1.0,1.0,0.0
1449,True,False,0,1.0,1.0,1.0
1450,True,False,1,1.0,1.0,0.0
1451,True,False,1,1.0,1.0,1.0
1452,True,True,1,1.0,1.0,1.0
1453,True,False,0,1.0,1.0,1.0
1454,True,False,1,1.0,1.0,1.0
1455,True,False,0,1.0,1.0,1.0
1456,True,False,1,1.0,2.0,1.0
1457,True,False,0,1.0,1.0,1.0
1459,True,False,0,1.0,1.0,1.0
1460,True,True,0,1.0,1.0,1.0
1461,True,True,0,1.0,1.0,1.0
1462,True,False,0,1.0,1.0,1.0
1463,True,False,0,1.0,1.0,0.0
1464,True,True,0,1.0,1.0,1.0
1465,True,True,0,0.0,1.0,0.0
1466,True,False,1,1.0,1.0,0.0
1467,True,False,0,1.0,1.0,1.0
1468,True,False,1,1.0,1.0,1.0
1469,True,False,1,0.0,1.0,1.0
1470,True,False,1,1.0,1.0,1.0
1471,True,True,0,1.0,1.0,1.0
1472,True,True,0,1.0,0.0,1.0
1473,True,True,0,1.0,1.0,1.0
1475,True,True,0,1.0,1.0,0.0
